Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1945933,2016-05-06,2015-03-30,7832270,1582118540,7832270,202,950,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945933,SRX972616,7424,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887495,SAMN03326777,simple,3702,Arabidopsis thaliana,7424,,,,,,,no,,,,,MPI-DB,SRA249184,,public,140B3D9237AE428ED8D3E46FC45C206C,90FBAAD52B733520072FC8B3E53B4098
SRR1945934,2016-05-06,2015-03-30,10379035,2096565070,10379035,202,1303,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945934,SRX972617,7427,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887493,SAMN03326778,simple,3702,Arabidopsis thaliana,7427,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B189946A32CE80E71D18809176D203A9,863E9B418898A8C1E6AF516372859C58
SRR1945935,2016-05-06,2015-03-30,9012949,1820615698,9012949,202,1115,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945935,SRX972618,7430,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887494,SAMN03326779,simple,3702,Arabidopsis thaliana,7430,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4624252CBC45F7ADB5EB90A770FB62E7,8057DC879A143A8EF1101BCBFE770517
SRR1945936,2016-05-06,2015-03-30,9768197,1973175794,9768197,202,1223,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945936,SRX972619,7460,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887492,SAMN03326780,simple,3702,Arabidopsis thaliana,7460,,,,,,,no,,,,,MPI-DB,SRA249184,,public,67B2E80A145BDA9BAD140D84BE973465,892586FF020DCEA9B4C9BE10F5FAEB95
SRR1945937,2016-05-06,2015-03-30,23385836,4723938872,23385836,202,2978,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945937,SRX972620,7461,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887491,SAMN03326781,simple,3702,Arabidopsis thaliana,7461,,,,,,,no,,,,,MPI-DB,SRA249184,,public,0A2ECF6C0F29013BD27304405E9C5C39,12D7DF12D813DF7892285CF478DEC5E5
SRR1945938,2016-05-06,2015-03-30,9550897,1929281194,9550897,202,1177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945938,SRX972621,7471,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887490,SAMN03326782,simple,3702,Arabidopsis thaliana,7471,,,,,,,no,,,,,MPI-DB,SRA249184,,public,33AB39F817B3D61F5F9A93E5DC4B6A71,071CC1434D3D28FF0155F56A57FDDFBC
SRR1945939,2016-05-06,2015-03-31,46062723,9102106968,46062723,197,6032,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945939,SRX972622,7475,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,unspecified,SRP056687,PRJNA273563,,273563,SRS887489,SAMN03326783,simple,3702,Arabidopsis thaliana,7475,,,,,,,no,,,,,MPI-DB,SRA249184,,public,778C1C3B55C21D6D843F1D9C6C064DAC,A58C237167C10D55581DD463561C5E3D
SRR1945940,2016-05-06,2015-03-30,11194727,2238945400,11194727,200,1361,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945940,SRX972623,7477,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887488,SAMN03326784,simple,3702,Arabidopsis thaliana,7477,,,,,,,no,,,,,MPI-DB,SRA249184,,public,31DDC33E9BD9274B601AAFEF9A8CA17A,CC6539D63D04EEDC8B2BABD659529F97
SRR1945941,2016-05-06,2015-03-30,15969671,3225873542,15969671,202,2076,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945941,SRX972624,7514,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887487,SAMN03326785,simple,3702,Arabidopsis thaliana,7514,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DE7C59748A1FED839C105E9540DABD19,DA917C6C200EEC89668379B4FE999B0A
SRR1945942,2016-05-06,2015-03-30,9647199,1948734198,9647199,202,1216,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945942,SRX972625,7515,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887486,SAMN03326786,simple,3702,Arabidopsis thaliana,7515,,,,,,,no,,,,,MPI-DB,SRA249184,,public,6460B521DF647FFEF669540E68F962A0,964C846D96362C27D71E80D4BEB58C4D
SRR1945943,2016-05-06,2015-03-30,20778295,3158300840,20778295,152,2137,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945943,SRX972626,7516,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP056687,PRJNA273563,,273563,SRS887483,SAMN03326787,simple,3702,Arabidopsis thaliana,7516,,,,,,,no,,,,,MPI-DB,SRA249184,,public,5BE5802A2976B6341C6FC2C015ACB95B,5DF5D37328BAB96C8D845C7BF7838AA4
SRR1945944,2016-05-06,2015-03-30,18602093,2678701392,18602093,144,1838,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945944,SRX972627,7517,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP056687,PRJNA273563,,273563,SRS887485,SAMN03326788,simple,3702,Arabidopsis thaliana,7517,,,,,,,no,,,,,MPI-DB,SRA249184,,public,0F2CBBA3F2D715D4179B7825A0976391,9090E08613B0E02201F60F38D6932C6E
SRR1945945,2016-05-06,2015-03-30,12126035,2449459070,12126035,202,1562,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945945,SRX972628,7520,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887484,SAMN03326789,simple,3702,Arabidopsis thaliana,7520,,,,,,,no,,,,,MPI-DB,SRA249184,,public,C523099CF89C11A76BD08D7B298D7534,4D5CE31E712582576D386518D96490FF
SRR1945946,2016-05-06,2015-03-30,43991664,8886316128,43991664,202,5728,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945946,SRX972629,7521,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887482,SAMN03326790,simple,3702,Arabidopsis thaliana,7521,,,,,,,no,,,,,MPI-DB,SRA249184,,public,BFE97759F662D8E9D5FCF79E0CA760D6,3B1F04129DD54F35CB4AE09F24F29B3D
SRR1945947,2016-05-06,2015-03-30,6207421,1253899042,6207421,202,828,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945947,SRX972630,7523,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887481,SAMN03326791,simple,3702,Arabidopsis thaliana,7523,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DBB09CCCCA793BB409E935820CD5AEEA,38252551656015AE081185AFC232F39B
SRR1945948,2016-05-06,2015-03-30,24193840,4887155680,24193840,202,3228,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945948,SRX972631,7525,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887478,SAMN03326792,simple,3702,Arabidopsis thaliana,7525,,,,,,,no,,,,,MPI-DB,SRA249184,,public,491ECBAA613E8234E165D4EE126DC03D,174C62F8157244C0132E08B747E5C534
SRR1945949,2016-05-06,2015-03-31,37102228,7327729834,37102228,197,5155,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945949,SRX972632,7529,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887479,SAMN03326793,simple,3702,Arabidopsis thaliana,7529,,,,,,,no,,,,,MPI-DB,SRA249184,,public,35CF9EF6782395F0B7DE12188376C4B2,1E97081E5B714F5F7EF2FB333131E3FC
SRR1945950,2016-05-06,2015-03-31,44085175,8707713671,44085175,197,6140,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945950,SRX972633,7530,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887480,SAMN03326794,simple,3702,Arabidopsis thaliana,7530,,,,,,,no,,,,,MPI-DB,SRA249184,,public,A5981E7501D6B8DB3AF023A3E755B8CD,2EC4BDB6DD1635EA5B439DA39935AB78
SRR1945951,2016-05-06,2015-03-31,44902951,8889191828,44902951,197,6112,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945951,SRX972634,7566,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887477,SAMN03326795,simple,3702,Arabidopsis thaliana,7566,,,,,,,no,,,,,MPI-DB,SRA249184,,public,DA857B3C0E25F1C33A97F92ADCA6E555,A621206AE691DA4DD1D90E209969E449
SRR1945952,2016-05-06,2015-03-31,48675298,9645889782,48675298,198,6708,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945952,SRX972635,7568,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887476,SAMN03326796,simple,3702,Arabidopsis thaliana,7568,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B185D7296807BC4496857C1D747D8E53,A3E89BC12499B77D0FBF71B288C2F818
SRR1945953,2016-05-06,2015-03-30,15546772,3109354400,15546772,200,2042,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945953,SRX972636,7717,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887475,SAMN03326797,simple,3702,Arabidopsis thaliana,7717,,,,,,,no,,,,,MPI-DB,SRA249184,,public,388B4C248DC48697667974D9D9D9FC21,8E965AB59E536B83B4590C9963DDD012
SRR1945954,2016-05-06,2015-03-31,37365298,7412533269,37365298,198,5022,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945954,SRX972637,7757,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887473,SAMN03326798,simple,3702,Arabidopsis thaliana,7757,,,,,,,no,,,,,MPI-DB,SRA249184,,public,27F71FDC706852D03B40FE0AD8B49E96,07118A3269F4A63E4CD055343A7B74A9
SRR1945955,2016-05-06,2015-03-31,37157223,7375442060,37157223,198,5082,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945955,SRX972638,7767,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887474,SAMN03326799,simple,3702,Arabidopsis thaliana,7767,,,,,,,no,,,,,MPI-DB,SRA249184,,public,CA613A1E5D8B213156C3FE59BF7829F5,2E4E802DDD82BCECECFA6F38427646E4
SRR1945956,2016-05-06,2015-03-30,9601866,1920373200,9601866,200,1186,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945956,SRX972639,7917,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887472,SAMN03326800,simple,3702,Arabidopsis thaliana,7917,,,,,,,no,,,,,MPI-DB,SRA249184,,public,43EC3BA9C91A84569BD2068D7EC19116,B403DCD0EE685E674438F581B8E8D65A
SRR1945957,2016-05-06,2015-03-30,11805444,2361088800,11805444,200,1436,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945957,SRX972640,7947,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887471,SAMN03326801,simple,3702,Arabidopsis thaliana,7947,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D7B7262481D9584274E34869F6443CE6,1DC6AD78ADC935CB83E8DE393DCC77A2
SRR1945958,2016-05-06,2015-03-31,45018479,8942465974,45018479,198,6024,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945958,SRX972641,8037,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887470,SAMN03326802,simple,3702,Arabidopsis thaliana,8037,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D22B82F059E5127933C7514C18C0EE48,65FABA8727A04C2162CAD563464990BD
SRR1945959,2016-05-06,2015-03-31,40843892,8113943875,40843892,198,5499,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945959,SRX972642,8057,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887469,SAMN03326803,simple,3702,Arabidopsis thaliana,8057,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D69B30E01D9FB627FA9E3B112460750E,B64EA6E7FF13C47D5AEFB73ED0B30A80
SRR1945960,2016-05-06,2015-03-30,9385344,1877068800,9385344,200,1140,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945960,SRX972643,8077,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887468,SAMN03326804,simple,3702,Arabidopsis thaliana,8077,,,,,,,no,,,,,MPI-DB,SRA249184,,public,8330A057C1A70F7681A46463C1887CCA,F92C1D39A877CB7049A007C390B3827D
SRR1945961,2016-05-06,2015-03-30,10202706,2040541200,10202706,200,1245,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945961,SRX972644,8132,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887466,SAMN03326805,simple,3702,Arabidopsis thaliana,8132,,,,,,,no,,,,,MPI-DB,SRA249184,,public,61382DB041EE4B38491BB35A86ABF6CA,4C9164F17E77074C348D9FB389D40F45
SRR1945962,2016-05-06,2015-03-31,37438732,7419126547,37438732,198,5093,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945962,SRX972645,8171,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887467,SAMN03326806,simple,3702,Arabidopsis thaliana,8171,,,,,,,no,,,,,MPI-DB,SRA249184,,public,6F1F3A9DC13B31387DDC1285F4AF1159,085F8B1178C0465E63D86761D0362672
SRR1945963,2016-05-06,2015-03-30,9502890,1919583780,9502890,202,1199,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945963,SRX972646,8214,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887465,SAMN03326807,simple,3702,Arabidopsis thaliana,8214,,,,,,,no,,,,,MPI-DB,SRA249184,,public,792654624680E798D3D0D55FBF54F207,851F64C17C891C26A61956ABBA003259
SRR1945964,2016-05-06,2015-03-30,19494106,2963104112,19494106,152,1673,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945964,SRX972647,8222,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP056687,PRJNA273563,,273563,SRS887464,SAMN03326808,simple,3702,Arabidopsis thaliana,8222,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B4D78F088AF1918529B52F1EF4618193,1B8F69001075AB3FA3752F361B9EE00C
SRR1945965,2016-05-06,2015-03-30,37056447,7411289400,37056447,200,5993,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945965,SRX972648,8227,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887463,SAMN03326809,simple,3702,Arabidopsis thaliana,8227,,,,,,,no,,,,,MPI-DB,SRA249184,,public,77058CEA8D10B81ADDE478E1C6B05CF2,4497A97214C42D06CF33A0B5CD520422
SRR1945966,2016-05-06,2015-03-30,28132307,4276110664,28132307,152,1766,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945966,SRX972649,8230,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP056687,PRJNA273563,,273563,SRS887462,SAMN03326810,simple,3702,Arabidopsis thaliana,8230,,,,,,,no,,,,,MPI-DB,SRA249184,,public,CB646DF99E4442617A418C1E659A7864,09156DDECE7F59317F33DB666F39E8E2
SRR1945967,2016-05-06,2015-03-30,22559508,3429045216,22559508,152,2354,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945967,SRX972650,8231,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP056687,PRJNA273563,,273563,SRS887461,SAMN03326811,simple,3702,Arabidopsis thaliana,8231,,,,,,,no,,,,,MPI-DB,SRA249184,,public,F077AB05136F30EBBBC3632ADAFC3D2E,D2C9A709529EDA7B852A9859B868A057
SRR1945968,2016-05-06,2015-03-30,27506368,5556286336,27506368,202,3505,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945968,SRX972651,8233,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887459,SAMN03326812,simple,3702,Arabidopsis thaliana,8233,,,,,,,no,,,,,MPI-DB,SRA249184,,public,4ACEC3711FE51E3329FDE397AD8356C2,7CC8C052CB52CE1D1D558B0E9A8B280D
SRR1945969,2016-05-06,2015-03-30,30887955,6177591000,30887955,200,4793,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945969,SRX972652,8234,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887460,SAMN03326813,simple,3702,Arabidopsis thaliana,8234,,,,,,,no,,,,,MPI-DB,SRA249184,,public,22BA618EC5F2444305A18ABE6734FEA6,1AF1D0D91E2D9B2DEE73FDCBE1193690
SRR1945770,2016-05-06,2015-03-30,11713120,2366050240,11713120,202,1492,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945770,SRX972453,6929,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887990,SAMN03326614,simple,3702,Arabidopsis thaliana,6929,,,,,,,no,,,,,MPI-DB,SRA249184,,public,E6673D48476B85BDF30284DC5EDE8A0B,ED73332299F82BC759A4B50DB568E296
SRR1945771,2016-05-06,2015-03-30,12026979,2429449758,12026979,202,1549,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945771,SRX972454,6931,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887992,SAMN03326615,simple,3702,Arabidopsis thaliana,6931,,,,,,,no,,,,,MPI-DB,SRA249184,,public,3932675763252EE0973ECE26A33FD679,92E2EC4633A535FF99E47239D5DA00A3
SRR1945772,2016-05-06,2015-03-30,26963925,5392785000,26963925,200,3472,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945772,SRX972455,6932,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887988,SAMN03326616,simple,3702,Arabidopsis thaliana,6932,,,,,,,no,,,,,MPI-DB,SRA249184,,public,9EE7D92C4C59788919AA2E9C7E629F18,904C6334CC8AB53065B96DEE9804E6D2
SRR1945773,2016-05-06,2015-03-30,100000000,20200000000,100000000,202,13012,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945773,SRX972456,6933,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887989,SAMN03326617,simple,3702,Arabidopsis thaliana,6933,,,,,,,no,,,,,MPI-DB,SRA249184,,public,83C9B3EACB4B33FC9AEC459AC2309BAB,E2D68C44BED8F2C6DB8DE39CA09E5B93
SRR1945774,2016-05-06,2015-03-30,16166537,3265640474,16166537,202,2186,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945774,SRX972457,6938,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887982,SAMN03326618,simple,3702,Arabidopsis thaliana,6938,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B8FA810A3DEE12001ACD6D70567C991C,7D32DC76EF07735F14422A0A5A9145DC
SRR1945775,2016-05-06,2015-03-30,10195518,2059494636,10195518,202,1260,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945775,SRX972458,6940,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887983,SAMN03326619,simple,3702,Arabidopsis thaliana,6940,,,,,,,no,,,,,MPI-DB,SRA249184,,public,350C7205320E9D751F939FCE50979F6E,49CDF2D690CD70FC9721B28D8965E5E2
SRR1945776,2016-05-06,2015-03-30,54759860,11061491720,54759860,202,7144,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945776,SRX972459,6943,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887979,SAMN03326620,simple,3702,Arabidopsis thaliana,6943,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D93BBB67CF997A3E7D9612009A16AD5D,A9643A1D546EFD9A7A7F7C7239ACFDF7
SRR1945777,2016-05-06,2015-03-30,29322065,5923057130,29322065,202,3939,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945777,SRX972460,6944,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887978,SAMN03326621,simple,3702,Arabidopsis thaliana,6944,,,,,,,no,,,,,MPI-DB,SRA249184,,public,B7A7BC44ADEC7D5082BC21594D3238E0,10DB02C188FE282E57C2FA3FE453B7BD
SRR1945778,2016-05-06,2015-03-30,20380029,4116765858,20380029,202,2764,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945778,SRX972461,6945,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887980,SAMN03326622,simple,3702,Arabidopsis thaliana,6945,,,,,,,no,,,,,MPI-DB,SRA249184,,public,198C6E6B4702E0F0D3478C3369E065B3,DB2C76941194FCDBC1246B58DC2DC947
SRR1945779,2016-05-06,2015-03-30,10099508,2040100616,10099508,202,1244,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945779,SRX972462,6951,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887981,SAMN03326623,simple,3702,Arabidopsis thaliana,6951,,,,,,,no,,,,,MPI-DB,SRA249184,,public,A2DCDF41ED54AAB0B2530665DE36BB65,B324F3972340059AD1165959AC8EB467
SRR1945780,2016-05-06,2015-03-30,17046695,3443432390,17046695,202,2305,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945780,SRX972463,6956,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887976,SAMN03326624,simple,3702,Arabidopsis thaliana,6956,,,,,,,no,,,,,MPI-DB,SRA249184,,public,853B23B444E16D3A35FAAB89E728D459,CBF6BBD53E89020AF61526FB86026664
SRR1945781,2016-05-06,2015-03-30,21998144,4443625088,21998144,202,2809,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945781,SRX972464,6957,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887977,SAMN03326625,simple,3702,Arabidopsis thaliana,6957,,,,,,,no,,,,,MPI-DB,SRA249184,,public,F15DBD382935DD1C97A8D311C011B380,6B88229088A069F878BFF614DFEE7206
SRR1945782,2016-05-06,2015-03-30,14342478,2897180556,14342478,202,1882,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945782,SRX972465,6958,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887975,SAMN03326626,simple,3702,Arabidopsis thaliana,6958,,,,,,,no,,,,,MPI-DB,SRA249184,,public,79602D1A7AAE325F10D3F01766249191,BE1322A5319997B8E27FBC181BAFE3FF
SRR1945783,2016-05-06,2015-03-30,31344774,6331644348,31344774,202,4169,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945783,SRX972466,6959,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887974,SAMN03326627,simple,3702,Arabidopsis thaliana,6959,,,,,,,no,,,,,MPI-DB,SRA249184,,public,D3156FA19F80CDDDD353994BDAE16DDB,C09FD40261ACA0810101BD565121580C
SRR1945784,2016-05-06,2015-03-30,22037389,4451552578,22037389,202,2895,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945784,SRX972467,6960,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887973,SAMN03326628,simple,3702,Arabidopsis thaliana,6960,,,,,,,no,,,,,MPI-DB,SRA249184,,public,3AE14F1EEF1C8846EC493F5FB6BE8A17,520808075BB4F10BEAC0900A92C0930E
SRR1945785,2016-05-06,2015-03-30,13228869,2672231538,13228869,202,1734,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1945785,SRX972468,6961,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056687,PRJNA273563,,273563,SRS887972,SAMN03326629,simple,3702,Arabidopsis thaliana,6961,,,,,,,no,,,,,MPI-DB,SRA249184,,public,606C77FE950EF7097744FB87F392C60B,1757E4DC27F79DDEDD522BA0DE9B8E16
